1 0 0 0
2 50 0 0
3 0 50 0
4 0 0 50
5 100 0 0
6 0 100 0
7 0 0 100
8 150 0 0
9 0 150 0
10 0 0 150
11 200 0 0
12 0 200 0
13 0 0 200
14 250 0 0
17 0 250 0
20 0 0 250
24 50 50 0
29 0 50 50
36 50 0 50
48 100 100 0
72 100 0 100
147 0 100 100
1000 255 255 255
